IssuerDesc,SecurityCode,SecurityDesc,HoldingDirection,CustodianCode,CurrencyCode,Quantity,PriceLocal,PriceBook,UnderlierPriceBook,MktValLocal,MktValBook,AvgCostLocal,AvgCostBook,CostLocal,CostBook,DtdPnlTotal,MtdPnlTotal,YtdPnlTotal,NetExposure,BbergCode,BloombergMarketSectorCode,Cusip,Sedol,Isin,AccrualStartDate,FrequencyCode,Coupon,IssuedDate,Maturity,Strike,ContractSize,ExcerciseType,PutCall,Expiration,ExchangeCode,SecurityTypeCode,SectorDesc,GeographyRegionDesc,GicsSectorDesc
Affinion Group Inc,008294AB6,AFFINI 11 5/8 11/15/15,L,JPM,USD,10538000,57.25,57.25,0,6033005,6033005,82.0325,0,8644587,8644587,-75632,-622397.5,-532249.25,6033005,EI7865401,Corp,008294AB6,B43V803,US008294AB62,5/15/2011,SemiAnnual,11.625,8/23/2011,11/15/2015,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Affinion Group Inc,00828DAN1,AFFINI 7 7/8 12/15/18,L,JPM,USD,21128000,78.53,78.53,0,16591818.4,16591818.4,88.5412,0,18706984,18706984,169420.4,-29232.1405,1072345.778,16591818.4,00828DAN1,Corp,00828DAN1,B4JW6F1,US00828DAN12,6/15/2011,SemiAnnual,7.875,8/23/2011,12/15/2018,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
JPY 10Y SWAP 2013NOV,3X10JPPAYER250BP,3x10 JP PAYER 250 BPS,L,GSCO-OTC,JPY,1268611000,0.02,0.000205,0,253722.2,2603.18969,1.7,0,21566387,221271.1237,-1281.29711,-1585.76375,-3628.22746,2600.65255,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,2.5,100,American,P,11/11/2013,NOT SPECIFIED,Option,Other,Japan,
Affinion Group Inc,00828DAJ0,AFFINI 11 1/2 10/15/15,L,CSFB,USD,3483000,86.69,86.69,0,3019412.7,3019412.7,88.5011,0,3082495,3082495,7730.7,10373.575,204108.4872,3019412.7,EF6246641,Corp,00828DAJ0,B1FBYW4,US00828DAJ00,4/26/2006,SemiAnnual,11.5,9/12/2006,10/15/2015,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
USDLIBOR4.75FIXED,3Y10Y 4.75%,3y10y payor swaption 4.75%,L,GSCO-OTC,USD,13214500,0,0,0,0,0,3,0,396435,396435,-1321.45,-1037.33825,-4187.67505,0,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,4.75,100,American,P,10/7/2013,NOT SPECIFIED,Option,Other,North America,
10 YR USD SWAP 5.5,3X30 PAYER 500 BPS,3x30 PAYER 500 BPS,L,GSCO-OTC,USD,4003900,0,0,0,0,0,3.3,0,132129,132129,0,0,-36.43549,0,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,5.5,100,American,P,6/4/2013,NOT SPECIFIED,Option,Other,North America,
Gentiva Health Services Inc,37247AAB8,GTIV 11 1/2 09/01/18,L,JPM,USD,15253000,104.5,104.5,0,15939385,15939385,92.4592,0,14102816,14102816,43004.5,260557.5,1565771.25,15939385,EI4756405,Corp,37247AAB8,B3YK2D3,US37247AAB89,8/17/2010,SemiAnnual,11.5,12/16/2010,9/1/2018,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Health Care,North America,Health Care
Gentiva Health Services Inc,37247AAB8,GTIV 11 1/2 09/01/18,L,MSCO,USD,2118000,104.5,104.5,0,2213310,2213310,102.3318,0,2167388,2167388,5972,36195,81895.5,2213310,EI4756405,Corp,37247AAB8,B3YK2D3,US37247AAB89,8/17/2010,SemiAnnual,11.5,12/16/2010,9/1/2018,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Health Care,North America,Health Care
SYNNEX Corp,87162WAB6,SNX 4 05/15/18,L,GSCO-US,USD,3648000,117.21,117.21,34.6,4275820.8,4275820.8,117.9827,0,4304012,4304012,59361.0576,-302257.9872,121843.3238,4275820.8,EH3539317,Corp,87162WAB6,B63SGG0,US87162WAB63,5/12/2008,SemiAnnual,4,5/12/2008,5/15/2018,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
SYNNEX Corp,SNX,SYNNEX CORP,S,GSCO-US,USD,-124760,34.6,34.6,0,-4316696,-4316696,34.7961,0,-4341167,-4341167,-76103.6,306119.3205,-162462.5983,-4316696,SNX US,Equity,87162W100,2002554,US87162W1009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Information Technology,North America,Information Technology
FFL,30605AAU7,FFL 2003-1 D,L,BONY,USD,1377000,9.125,9.125,0,125651.25,125651.25,9.05,0,124619,124619,231.15,3850.1,15399.4,125651.25,30605AAU7,Corp,30605AAU7,,US30605AAU79,1753-01-01,NOT SPECIFIED,7.836,1753-01-01,1/5/2025,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Continental Airlines 2003-ERJ1 Pass Through Trust,210805CC9,UAL 6.748 03/15/17,L,CSFB,USD,3246000,107,107,0,397551.7076,397551.7076,100.5535,0,373602,373602,20504.90086,19990.1387,23308.30895,397551.7076,DD1162815,Corp,210805CC9,2150680,US210805CC97,2/20/1998,SemiAnnual,6.748,2/20/1998,3/15/2017,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,
Pegasus Aviation Lease Securitization,70557RAA8,PALS 2001-1A A1,L,BONY,USD,2575000,43.88,43.88,0,1028821.472,1028821.472,40.9375,0,959832,959832,-2769.55006,4537.24194,92811.27816,1028821.472,70557RAA8,Corp,70557RAA8,,US70557RAA86,7/10/2013,Monthly,0.67278,3/29/2001,5/10/2031,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Catalina Marketing Corp,148867AB0,CHKOUT 11 5/8 10/01/17,L,JPM,USD,16529183,106.25,106.25,0,17562256.94,17562256.94,88.7473,0,14669204,14669204,-77307.915,77494.085,1209123.405,17562256.94,EH6234197,Corp,148867AB0,B3KWTS7,US148867AB06,10/2/2008,Quarterly,11.625,11/17/2008,10/1/2017,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Energy Select Sector SPDR Fund,XLE,ENERGY SELECT SECTOR SPDR,S,JPM,USD,-412931.4056,78.27,78.27,0,-32320141.12,-32320141.12,76.3551,0,-32076962,-32076962,-133496.781,-967398.0559,-967398.0559,-32320141.12,XLE US,Equity,81369Y506,,US81369Y5069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
Energy Select Sector SPDR Fund,XLE,ENERGY SELECT SECTOR SPDR,S,CSFB,USD,-46141.5327,78.27,78.27,0,-3611497.764,-3611497.764,78.08,0,-4164241,-4164241,-10685.0312,-10685.0312,-10685.0312,-3611497.764,XLE US,Equity,81369Y506,,US81369Y5069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
Energy Select Sector SPDR Fund,XLE,ENERGY SELECT SECTOR SPDR,S,JPM,USD,85756.79889,78.27,78.27,0,6712184.649,6712184.649,76.3551,0,-32076962,-32076962,17974.97803,10690.12645,9971.604931,6712184.649,XLE US,Equity,81369Y506,,US81369Y5069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
Energy Select Sector SPDR Fund,XLE,ENERGY SELECT SECTOR SPDR,S,JPM,USD,-92927.3933,78.27,78.27,0,-7273427.074,-7273427.074,76.3551,0,-32076962,-32076962,-14750.45807,-14750.45807,-63829.75195,-7273427.074,XLE US,Equity,81369Y506,,US81369Y5069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
Energy Select Sector SPDR Fund,XLE,ENERGY SELECT SECTOR SPDR,S,CSFB,USD,-11797.2731,78.27,78.27,0,-923372.5655,-923372.5655,78.08,0,-4164241,-4164241,-1872.592956,-1872.592956,-1872.592956,-923372.5655,XLE US,Equity,81369Y506,,US81369Y5069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
FFL,30605AAN3,FFL 2001-1 IO,L,BONY,USD,1374000,9.125,9.125,0,14478.09219,14478.09219,9.5375,0,15133,15133,21.0667988,-560.4318975,1199.978135,14478.09219,30605AAN3,Corp,30605AAN3,,US30605AAN37,7/1/2013,Monthly,7.0971,12/1/2001,1/5/2023,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Energy Select Sector SPDR Fund,XLE,ENERGY SELECT SECTOR SPDR,S,CSFB,USD,4605.8058,78.27,78.27,0,360496.42,360496.42,78.08,0,-4164241,-4164241,731.0841604,731.0841604,731.0841604,360496.42,XLE US,Equity,81369Y506,,US81369Y5069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
CVR Energy Inc,CVR ESCROW,CVI Escrow Security,L,JPM,USD,132587,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
GenCorp Inc,GY,GENCORP INC,S,CSFB,USD,-12488,13.07,13.07,0,-163218.16,-163218.16,13.7518,0,-171733,-171733,-749.28,8461.0714,8461.0714,-163218.16,EQ0010064400001000 UN,Equity,368682100,2366959,US3686821006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
GenCorp Inc,GY,GENCORP INC,S,GSCO-US,USD,-353456,13.07,13.07,0,-4619669.92,-4619669.92,9.4803,0,-3350899,-3350899,-21207.36,81132.2454,-1399840.694,-4619669.92,EQ0010064400001000 UN,Equity,368682100,2366959,US3686821006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Lake Country Mortgage Loan Trust,50820TAK5,LCMLT 2006-HE1 M6,L,BONY,USD,830000,72,72,0,597600,597600,63.5,0,527050,527050,4206,5854,29140.25,597600,50820TAK5,Corp,50820TAK5,,US50820TAK51,6/25/2013,Monthly,2.44003,11/2/2006,7/25/2034,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Lake Country Mortgage Loan Trust,50820TAL3,LCMLT 2006-HE1 M7,L,BONY,USD,829000,72,72,0,596880,596880,65.25,0,540923,540923,8358,10330,30439.375,596880,50820TAL3,Corp,50820TAL3,,US50820TAL35,6/25/2013,Monthly,2.94003,11/2/2006,7/25/2034,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
MetroPCS Communications Inc,PCS,METROPCS COMMUNICATIONS INC,L,GSCO-US,USD,285202,11.84,11.84,0,3376791.68,3376791.68,11.2146,0,3198435,3198435,-31372.22,170433.7018,170433.7018,3376791.68,EQ0000000001040791 UN,Equity,591708102,B02F228,US5917081029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Telecommunication Services,North America,Telecommunication Services
Micron Technology Inc,MU,MICRON TECHNOLOGY INC,S,GSCO-US,USD,-933193,9.42,9.42,0,-8790678.06,-8790678.06,7.8842,0,-7357512,-7357512,-65323.51,444569.995,-1742734.736,-8790678.06,MU US,Equity,595112103,2588184,US5951121038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
MetroPCS Communications Inc,PCS,METROPCS COMMUNICATIONS INC,L,JPM,USD,3035655,11.84,11.84,0,35942155.2,35942155.2,11.5524,0,35069339,35069339,-267893.9665,815676.3695,815676.3695,35942155.2,EQ0000000001040791 UN,Equity,591708102,B02F228,US5917081029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Telecommunication Services,North America,Telecommunication Services
Micron Technology Inc,595112AN3,MU 2 3/8 05/01/32,L,GSCO-US,USD,11902000,120.7,120.7,9.42,14365714,14365714,106.8698,0,12719653,12719653,129087.3698,-390322.5882,1756908.025,14365714,EJ1291156,Corp,595112AN3,B80GR35,US595112AN31,4/18/2012,SemiAnnual,2.375,4/18/2012,5/1/2032,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
Michaels Stores Inc,594087AM0,MIK 11 3/8 11/01/16,L,CSFB,USD,2585000,105.13,105.13,0,2717610.5,2717610.5,105.0395,0,2715273,2715273,7279.5,31101.75,116882.4075,2717610.5,EG7475452,Corp,594087AM0,B1P8PP5,US594087AM02,5/1/2007,SemiAnnual,11.375,9/24/2007,11/1/2016,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Michaels Stores Inc,594087AM0,MIK 11 3/8 11/01/16,L,JPM,USD,2281000,105.13,105.13,0,2398015.3,2398015.3,104.8,0,2390488,2390488,6423.5,27446.55,73456.78,2398015.3,EG7475452,Corp,594087AM0,B1P8PP5,US594087AM02,5/1/2007,SemiAnnual,11.375,9/24/2007,11/1/2016,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
GenCorp Inc,368682AN0,GY 4.0625 12/31/39,L,GSCO-US,USD,4380000,153.97,153.97,13.07,6743886,6743886,122.4517,0,5363387,5363387,26346.95,-87124.5,1411739.738,6743886,EI0867107,Corp,368682AN0,B92LT39,US368682AN09,12/21/2009,SemiAnnual,4.0625,12/21/2009,12/31/2039,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,Industrials
Checkout Holding Corp,162821AA0,CHKOUT 0 11/15/15,L,JPM,USD,11450000,78.38,78.38,0,8974510,8974510,54.21,0,6207046,6207046,79291.25,257296.25,769857.5,8974510,EI4579435,Corp,162821AA0,B3VZHD6,US162821AA03,11/17/2010,NOT SPECIFIED,0,11/17/2010,11/15/2015,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Michaels Stores Inc,594087AM0,MIK 11 3/8 11/01/16,L,MSCO,USD,564000,105.13,105.13,0,592933.2,592933.2,105.125,0,592905,592905,1588,6778.2,9818.2,592933.2,EG7475452,Corp,594087AM0,B1P8PP5,US594087AM02,5/1/2007,SemiAnnual,11.375,9/24/2007,11/1/2016,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Barnes Group Inc,B,BARNES GROUP INC,S,GSCO-US,USD,-34231,27.77,27.77,0,-950594.87,-950594.87,28.4664,0,-974435,-974435,-20538.6,77168.6601,24759.8129,-950594.87,B US,Equity,67806109,2080732,US0678061096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Barnes Group Inc,B,BARNES GROUP INC,S,JPM,USD,-32270,27.77,27.77,0,-896137.9,-896137.9,26.7338,0,-862701,-862701,-19362,60857.6802,-209557.9423,-896137.9,B US,Equity,67806109,2080732,US0678061096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Penn National Gaming Inc,PENN,PENN NATIONAL GAMING INC,L,GSCO-US,USD,252342,58.55,58.55,0,14774624.1,14774624.1,50.6515,0,12781508,12781508,42898.14,1039649.04,1985909.729,14774624.1,EQ0014805100001000 US,Equity,707569109,2682105,US7075691094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Penn National Gaming Inc,PENN,PENN NATIONAL GAMING INC,L,PERS,USD,270127,58.55,58.55,0,15815935.85,15815935.85,49.0476,0,13249098,13249098,45921.59,1184575.319,2694394.128,15815935.85,EQ0014805100001000 US,Equity,707569109,2682105,US7075691094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Penn National Gaming Inc,PENN,PENN NATIONAL GAMING INC,L,MSCO,USD,58120,58.55,58.55,0,3402926,3402926,52.9418,0,3076978,3076978,9880.4,176703.9793,324236.5014,3402926,EQ0014805100001000 US,Equity,707569109,2682105,US7075691094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Barnes Group Inc,067806AD1,B 3 3/8 03/15/27,L,JPM,USD,4182000,108.69,108.69,27.77,4545415.8,4545415.8,106.232,0,4442625,4442625,66213.7526,-39747.5288,251130.65,4545415.8,EG3550365,Corp,067806AD1,B2PVWZ0,US067806AD18,3/12/2007,SemiAnnual,3.375,4/9/2007,3/15/2027,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,Industrials
MEMC Electronic Materials Inc,552715AC8,WFR 7 3/4 04/01/19,L,JPM,USD,16944000,93.59,93.59,0,15857889.6,15857889.6,86.8285,0,14712226,14712226,18897.6,307371.336,1403853.35,15857889.6,EI7987817,Corp,552715AC8,B4QFNR4,US552715AC85,3/10/2011,SemiAnnual,7.75,9/28/2011,4/1/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
Concur Technologies Inc,CNQR,CONCUR TECHNOLOGIES INC,S,GSCO-US,USD,-31069,73.11,73.11,0,-2271454.59,-2271454.59,70.6777,0,-2195888,-2195888,-70526.63,-132095.8413,-154243.8275,-2271454.59,EQ0034880000001000 US,Equity,206708109,2325091,US2067081099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Concur Technologies Inc,CNQR,CONCUR TECHNOLOGIES INC,S,JPM,USD,-31767,73.11,73.11,0,-2322485.37,-2322485.37,67.1659,0,-2133659,-2133659,-69616.8675,-133503.8691,-161797.0409,-2322485.37,EQ0034880000001000 US,Equity,206708109,2325091,US2067081099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
MEMC Electronic Materials Inc,552715AC8,WFR 7 3/4 04/01/19,L,CSFB,USD,4278000,93.59,93.59,0,4003780.2,4003780.2,91.875,0,3930413,3930413,4771.2,74288.7,74288.7,4003780.2,EI7987817,Corp,552715AC8,B4QFNR4,US552715AC85,3/10/2011,SemiAnnual,7.75,9/28/2011,4/1/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
MEMC Electronic Materials Inc,552715AC8,WFR 7 3/4 04/01/19,L,PERS,USD,2551000,93.59,93.59,0,2387480.9,2387480.9,93.0559,0,2373858,2373858,2844.9,34672.5335,33495.4,2387480.9,EI7987817,Corp,552715AC8,B4QFNR4,US552715AC85,3/10/2011,SemiAnnual,7.75,9/28/2011,4/1/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
MEMC Electronic Materials Inc,552715AC8,WFR 7 3/4 04/01/19,L,MSCO,USD,2265000,93.59,93.59,0,2119813.5,2119813.5,93.061,0,2107833,2107833,2526.5,36254.6335,30646,2119813.5,EI7987817,Corp,552715AC8,B4QFNR4,US552715AC85,3/10/2011,SemiAnnual,7.75,9/28/2011,4/1/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
Concur Technologies Inc,206708AA7,CNQR 2 1/2 04/15/15,L,GSCO-US,USD,1044000,147.89,147.89,73.11,1543971.6,1543971.6,146.9976,0,1534656,1534656,37653.1372,74424.278,90567.43,1543971.6,EI2077671,Corp,206708AA7,B5TY450,US206708AA71,4/6/2010,SemiAnnual,2.5,4/6/2010,4/15/2015,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
CLGX,FAF SWAP,FAF SWAP,L,LEH-SP1,USD,38043,26.77,26.77,0,1018411.11,1018411.11,11.8441,0,450588,450588,380.43,45651.6,106520.24,1018411.11,FAF US,Equity,31847R102,B4NFPK4,US31847R1023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Financials,North America,
Concur Technologies Inc,206708AA7,CNQR 2 1/2 04/15/15,L,JPM,USD,2731000,147.89,147.89,73.11,4038875.9,4038875.9,141.104,0,3853552,3853552,98495.8953,194683.8345,236929.8825,4038875.9,EI2077671,Corp,206708AA7,B5TY450,US206708AA71,4/6/2010,SemiAnnual,2.5,4/6/2010,4/15/2015,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
Constellation Brands Inc,STZ,CONSTELLATION BRANDS INC-A,L,MSCO,USD,70728,49.35,49.35,0,3490426.8,3490426.8,42.791,0,3026522,3026522,113164.8,120944.88,461783.112,3490426.8,EQ0010784300002000 UN,Equity,21036P108,2170473,US21036P1084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Staples,North America,Consumer Staples
Constellation Brands Inc,STZ,CONSTELLATION BRANDS INC-A,L,GSCO-US,USD,589486,49.35,49.35,0,29091134.1,29091134.1,43.4904,0,25636993,25636993,943177.6,1147186.354,3680276.364,29091134.1,EQ0010784300002000 UN,Equity,21036P108,2170473,US21036P1084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Staples,North America,Consumer Staples
Constellation Brands Inc,STZ,CONSTELLATION BRANDS INC-A,L,JPM,USD,85239,49.35,49.35,0,4206544.65,4206544.65,46.5967,0,3971858,3971858,136382.4,165864.7196,232521.5158,4206544.65,EQ0010784300002000 UN,Equity,21036P108,2170473,US21036P1084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Staples,North America,Consumer Staples
Electronic Arts Inc,ERTS,Electronic Arts,S,GSCO-US,USD,-44782,17.61,17.61,0,-788611.02,-788611.02,17.0261,0,-762466,-762466,7165.12,4030.38,-33386.0102,-788611.02,EQ0010367800001000 US,Equity,285512109,2310194,US2855121099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Electronic Arts Inc,285512AA7,EA 0 3/4 07/15/16,L,GSCO-US,USD,4530000,97.16,97.16,17.61,4401348,4401348,92.4705,0,4188914,4188914,3995.689,9928.929,141105.414,4401348,285512AB5,Corp,285512AB5,B4VGXG1,US285512AB54,7/20/2011,SemiAnnual,0.75,7/20/2011,7/15/2016,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
SPLK,SPLK,SPLUNK INC,S,GSCO-US,USD,-35645,40.8,40.8,0,-1454316,-1454316,39.5029,0,-1408082,-1408082,33149.85,-47335.3166,-47335.3166,-1454316,EQ0000000015570788 ,Equity,848637104,,US8486371045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Information Technology,North America,
UnitedHealth Group Inc,UNH,UNITEDHEALTH GROUP INC,L,JPM,USD,257077,59.93,59.93,0,15406624.61,15406624.61,56.6413,0,14561178,14561178,-20566.16,414631.7688,578248.3043,15406624.61,EQ0010154800001000 UN,Equity,91324P102,2917766,US91324P1021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Health Care,North America,Health Care
MGM Resorts International,MGM,MGM RESORTS INTERNATIONAL,S,JPM,USD,-39192,14.12,14.12,0,-553391.04,-553391.04,12.4968,0,-489775,-489775,-14892.96,-42327.63549,-100475.8627,-553391.04,EQ0010099200001000 UN,Equity,552953101,2547419,US5529531015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Discretionary,North America,Consumer Discretionary
UnitedHealth Group Inc,UNH,UNITEDHEALTH GROUP INC,L,MSCO,USD,57032,59.93,59.93,0,3417927.76,3417927.76,62.219,0,3548474,3548474,-4562.56,-132257.208,-132257.208,3417927.76,EQ0010154800001000 UN,Equity,91324P102,2917766,US91324P1021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Health Care,North America,Health Care
CGI Group Inc,GIB/A CN,CGI GROUP INC - CLASS A,S,JPM,CAD,-501750,31.9,31.665535,0,-16005825,-15888251.94,23.8855,0,-11984563,-11896528.69,-2743469.432,-2503950.672,-4774185.525,-15888182.19,EQ0010873700002000 CT,Equity,39945C109,2159740,CA39945C1095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XTSE,Stock,Information Technology,North America,Information Technology
Ltd Brands Inc,LTD,L BRANDS INC,S,GSCO-US,USD,-1142,50.41,50.41,0,-57568.22,-57568.22,46.4093,0,-52999,-52999,-536.74,-13731.91538,-11530.42333,-57568.22,EQ0010089500001000 UN,Equity,532716107,2516185,US5327161072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Discretionary,North America,Consumer Discretionary
RTEC,RTEC,RUDOLPH TECHNOLOGIES INC,S,GSCO-US,USD,-142895,11.67,11.67,0,-1667584.65,-1667584.65,11.0085,0,-1573063,-1573063,-51442.2,15718.45,259150.8327,-1667584.65,RTEC US,Equity,781270103,2518415,US7812701032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Financial Select Sector SPDR Fund,XLF,FINANCIAL SELECT SECTOR SPDR,S,MSCO,USD,-123201.9669,18.7,18.7,0,-2303876.781,-2303876.781,18.5419,0,-2284492,-2284492,-6150.410819,-17139.91949,-17139.91949,-2303876.781,XLF US,Equity,81369Y605,2364038,US81369Y6059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Financials,North America,
Financial Select Sector SPDR Fund,XLF,FINANCIAL SELECT SECTOR SPDR,S,MSCO,USD,-5.033115,18.7,18.7,0,-94.1192505,-94.1192505,18.5419,0,-2284492,-2284492,-9.93918075,-9.93918075,-9.93918075,-94.1192505,XLF US,Equity,81369Y605,2364038,US81369Y6059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Financials,North America,
Financial Select Sector SPDR Fund,XLF,FINANCIAL SELECT SECTOR SPDR,S,JPM,USD,-274866.7743,18.7,18.7,0,-5140008.68,-5140008.68,18.5746,0,-5105749,-5105749,-13721.72543,-33668.45371,-33668.45371,-5140008.68,XLF US,Equity,81369Y605,2364038,US81369Y6059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Financials,North America,
Financial Select Sector SPDR Fund,XLF,FINANCIAL SELECT SECTOR SPDR,S,JPM,USD,-11.225681,18.7,18.7,0,-209.9202347,-209.9202347,18.5746,0,-5105749,-5105749,-22.17456905,-22.17456905,-22.17456905,-209.9202347,XLF US,Equity,81369Y605,2364038,US81369Y6059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Financials,North America,
